002362,NCTU,NTHU,NCCU,CGU,TKU,NCUT,NTU,PU,TCPA,NTOU,THU,YZU,NCKU,FCU,NTUNHS,KMU,KUAS,FJU,CMU,NKNU,NTPU,NSYSU,NFU,NTUST,TMU,CSMU,NTUB,CYCU,NCHU,NKFUST,SCU,NPU,NTNU,NUTC
002363,NCTU,NTUB,PU,NUTC,NCUT,KMU,SCU,TCPA,NTHU,FCU,CSMU,NKFUST,TKU,TMU,CYCU,NSYSU,NFU,NTNU,NCHU,CMU,NPU,NCKU,NTUNHS,YZU,NKNU,NTUST,CGU,FJU,NTPU,NTU,KUAS,THU,NTOU,NCCU
002364,NTU,SCU,NTHU,TKU,NTNU,NCUT,NTUST,KMU,FCU,NFU,NTOU,NCCU,NPU,NCTU,NTUB,NCHU,TCPA,YZU,NTPU,THU,NCKU,NKFUST,CSMU,CMU,CYCU,PU,NSYSU,NKNU,CGU,NTUNHS,NUTC,FJU,TMU,KUAS
002365,TMU,YZU,TCPA,FCU,NFU,THU,CYCU,PU,NCKU,NTUST,TKU,NTHU,NKFUST,CGU,NCHU,FJU,NPU,NTUB,CMU,NCCU,NKNU,NTU,CSMU,NTPU,NUTC,KMU,NTNU,NTUNHS,NCUT,NTOU,NCTU,NSYSU,KUAS,SCU
002366,PU,NTPU,FJU,NTHU,NPU,NTUNHS,CYCU,NCKU,NTOU,SCU,NTU,NTNU,CGU,KMU,KUAS,FCU,NKNU,NTUB,NTUST,CMU,NCUT,TCPA,TMU,CSMU,NCCU,NFU,NSYSU,NCTU,YZU,THU,TKU,NCHU,NKFUST,NUTC
002367,NTPU,NUTC,CYCU,NTUST,NTUB,SCU,CGU,NSYSU,NTHU,FJU,NCCU,NCTU,PU,NCUT,KUAS,NTNU,NPU,CMU,NFU,NTU,FCU,NTOU,TMU,KMU,TCPA,THU,NKNU,YZU,TKU,NCHU,NTUNHS,CSMU,NCKU,NKFUST
002368,NKFUST,NTOU,NPU,PU,TMU,KUAS,NCCU,YZU,FCU,TKU,NTPU,NCKU,TCPA,NCHU,CYCU,CGU,NUTC,NCUT,NTU,FJU,NSYSU,NTNU,NTUNHS,NCTU,NTUST,NTUB,SCU,THU,KMU,NKNU,CSMU,CMU,NTHU,NFU
002369,CMU,NUTC,NCCU,NPU,NKNU,NTUNHS,NTNU,NTOU,KUAS,CGU,NKFUST,CYCU,TCPA,NSYSU,KMU,FCU,NTUB,TMU,SCU,NCTU,NTUST,NCHU,NFU,FJU,NTHU,NCKU,TKU,CSMU,PU,YZU,NTPU,NTU,NCUT,THU
002370,NKNU,YZU,KUAS,NTOU,FJU,NCTU,NTPU,PU,NSYSU,NCUT,CMU,NTUNHS,NTNU,NCCU,THU,KMU,NCHU,NUTC,TCPA,SCU,FCU,CYCU,NKFUST,NTHU,CGU,CSMU,NTUB,NFU,TMU,TKU,NTU,NTUST,NCKU,NPU
002371,PU,NCTU,KMU,CSMU,NCKU,NCCU,NFU,NTNU,NSYSU,FJU,YZU,TCPA,FCU,NTUNHS,CGU,THU,TMU,NKFUST,SCU,NTU,NTOU,CMU,NCUT,TKU,NPU,NTUB,NKNU,CYCU,NUTC,KUAS,NCHU,NTUST,NTPU,NTHU
002372,NTUB,NTU,PU,NCCU,NKNU,THU,CSMU,NKFUST,CMU,NTOU,NTUNHS,FJU,NTUST,NCKU,CGU,NFU,NCTU,NCHU,CYCU,TMU,TCPA,FCU,YZU,NTHU,SCU,NCUT,KMU,NUTC,NTPU,TKU,NSYSU,NTNU,KUAS,NPU
002373,NTUB,NKFUST,PU,NPU,TCPA,KMU,NCHU,YZU,NCTU,NCCU,CMU,NTUST,CSMU,THU,NTUNHS,NSYSU,NCUT,NTHU,NTOU,TMU,NTU,FJU,KUAS,NKNU,TKU,NUTC,NCKU,NTPU,CYCU,CGU,NFU,FCU,NTNU,SCU
002374,KUAS,NTUB,NSYSU,NKFUST,NTOU,NTPU,SCU,FCU,NCHU,CMU,TKU,CGU,NTU,YZU,TMU,NTUST,THU,FJU,NKNU,PU,NCCU,NCUT,NUTC,NTUNHS,NCTU,CYCU,KMU,NCKU,TCPA,CSMU,NFU,NTNU,NTHU,NPU
002375,CMU,NTNU,TCPA,KUAS,NCTU,NUTC,THU,NTUST,FJU,NTU,NCUT,NSYSU,NTHU,CGU,CSMU,NTOU,NPU,PU,YZU,NCHU,KMU,NTUB,NTPU,FCU,TKU,NKFUST,NFU,CYCU,NTUNHS,TMU,NCKU,NCCU,NKNU,SCU
002376,NCUT,NCTU,NKFUST,NSYSU,TKU,NCCU,NFU,THU,SCU,YZU,NKNU,CYCU,NTOU,NTUB,CGU,NTUNHS,NTU,NPU,CSMU,FJU,NTUST,KMU,NUTC,KUAS,PU,CMU,NTHU,TMU,TCPA,NTPU,NTNU,FCU,NCHU,NCKU
002377,NKFUST,NSYSU,CSMU,NTUB,TMU,NCTU,TKU,NTUST,NTPU,THU,KMU,NTHU,NFU,KUAS,NTUNHS,FJU,FCU,CGU,NKNU,TCPA,NCCU,CYCU,CMU,NPU,NCHU,NUTC,SCU,YZU,NCUT,NTOU,NTU,NCKU,NTNU,PU
002378,NTHU,NTNU,TMU,NFU,NCKU,NCUT,CYCU,FJU,PU,TKU,NKFUST,NTUB,FCU,CGU,NTOU,NCTU,NCHU,NTU,NCCU,THU,NSYSU,CSMU,YZU,NTUST,NUTC,NTUNHS,TCPA,CMU,SCU,NTPU,NPU,KUAS,KMU,NKNU
002379,NTOU,NPU,NTU,PU,TMU,YZU,NKFUST,CYCU,NTUNHS,NCKU,TKU,NTUB,NSYSU,NTHU,NTUST,NCTU,FCU,NFU,NCCU,SCU,FJU,NCHU,NCUT,KUAS,NTPU,CGU,CMU,NTNU,NKNU,TCPA,NUTC,THU,KMU,CSMU
002380,NTUNHS,CSMU,NTPU,NTHU,FJU,NKFUST,YZU,NSYSU,NTU,THU,SCU,NCHU,FCU,NCKU,NFU,PU,NTUB,NCCU,NUTC,KMU,NTNU,KUAS,CMU,TCPA,TKU,NPU,NTOU,NKNU,NCTU,TMU,NTUST,CGU,CYCU,NCUT
002381,CYCU,NFU,KMU,NUTC,NKFUST,CSMU,YZU,NPU,NCUT,NTUNHS,NCHU,NKNU,NTOU,NTUB,FJU,NCCU,KUAS,NTU,NSYSU,NCKU,PU,NTHU,NTNU,TCPA,TKU,THU,SCU,NTPU,NCTU,CGU,FCU,CMU,TMU,NTUST
002382,TKU,NCHU,NSYSU,TMU,NCUT,NKFUST,NTUB,NCCU,NKNU,SCU,NUTC,NTHU,NTNU,THU,FJU,CMU,NTOU,NTPU,KUAS,NTUST,PU,NCTU,CGU,NPU,CSMU,KMU,NTUNHS,NFU,CYCU,FCU,NCKU,NTU,TCPA,YZU
002383,NCTU,NTPU,YZU,NTOU,CSMU,NCKU,FJU,KMU,NSYSU,TMU,NCHU,NTHU,CMU,TCPA,NTNU,NKFUST,TKU,THU,NTUB,KUAS,PU,NTU,SCU,NTUNHS,NKNU,NTUST,NCCU,NPU,NCUT,CGU,FCU,NFU,NUTC,CYCU
002384,CMU,CGU,CSMU,NTUB,NCUT,NFU,NKFUST,NTUNHS,YZU,NCHU,NTHU,NPU,CYCU,TKU,TMU,NTNU,PU,TCPA,NUTC,KUAS,NCKU,FJU,NSYSU,NCTU,NTOU,NTUST,NTU,NCCU,THU,FCU,NTPU,NKNU,KMU,SCU
002385,FCU,TCPA,CYCU,KUAS,SCU,NTPU,NUTC,NCUT,NTNU,NCCU,NTOU,NKNU,NKFUST,YZU,NFU,CGU,NTU,CMU,TKU,CSMU,NCKU,NTUST,NCHU,NTHU,FJU,NSYSU,NPU,NTUNHS,THU,NCTU,TMU,PU,KMU,NTUB
002386,CGU,NTNU,FCU,FJU,NTUST,TCPA,NSYSU,NTUB,NTUNHS,CYCU,NTU,NPU,KUAS,YZU,NFU,NCUT,CMU,NCHU,TMU,NCKU,NCCU,KMU,TKU,PU,NCTU,CSMU,NTHU,NUTC,SCU,NTPU,NKNU,THU,NKFUST,NTOU
002387,NTOU,THU,NTU,NTHU,NUTC,TCPA,NTNU,NTUST,NCCU,TKU,YZU,NSYSU,NTUNHS,CGU,NCKU,CYCU,CSMU,NCTU,PU,NCHU,NFU,NPU,FCU,NTUB,NKFUST,TMU,FJU,NCUT,SCU,CMU,KMU,NKNU,NTPU,KUAS
002388,TKU,NTUST,SCU,NTHU,NCCU,CYCU,PU,NKNU,NUTC,NTU,FJU,NTUNHS,CSMU,NSYSU,NFU,TMU,NCKU,FCU,KMU,KUAS,NCHU,CGU,NCTU,NPU,NKFUST,YZU,NTNU,TCPA,NCUT,NTOU,NTPU,THU,NTUB,CMU
002389,NCUT,NSYSU,KMU,TMU,THU,NCTU,NTNU,NCCU,NTUB,CGU,TCPA,YZU,NCHU,NTPU,SCU,CYCU,FJU,KUAS,NTUST,PU,NFU,CSMU,CMU,NPU,NTOU,NTHU,NUTC,NTUNHS,NKNU,NTU,TKU,FCU,NCKU,NKFUST
002390,KMU,NTU,NSYSU,NKNU,NTUST,NCHU,SCU,NTUNHS,CYCU,YZU,NCTU,NTUB,CMU,NTOU,THU,NFU,NTHU,CGU,CSMU,NCCU,TMU,NTNU,NUTC,NTPU,FJU,NPU,TKU,FCU,NCUT,NCKU,KUAS,PU,NKFUST,TCPA
002391,THU,FJU,NUTC,FCU,CSMU,CYCU,NTUST,YZU,NKFUST,NCHU,CMU,TCPA,CGU,NCUT,SCU,NCKU,NSYSU,TKU,PU,NFU,NCCU,NTUNHS,NTU,NTPU,TMU,NCTU,NTOU,NTUB,NTHU,KUAS,NPU,KMU,NKNU,NTNU
002392,NSYSU,NTNU,NKFUST,NTOU,NCKU,NTUST,TMU,YZU,NTUB,NUTC,CGU,NCCU,NKNU,NTPU,KUAS,FJU,NCUT,CYCU,FCU,THU,CMU,SCU,NTHU,NPU,NTU,NCHU,NFU,NTUNHS,NCTU,TKU,PU,KMU,CSMU,TCPA
002393,PU,NTPU,NTOU,NKFUST,KMU,NTU,NCUT,NCKU,NCHU,CYCU,TMU,NCCU,NKNU,CMU,NPU,NTUB,CSMU,NTUST,FCU,NTNU,NFU,NCTU,NUTC,TKU,THU,NTUNHS,SCU,NSYSU,CGU,TCPA,FJU,YZU,NTHU,KUAS
002394,NTHU,CGU,CMU,TKU,KMU,CYCU,NCUT,NCTU,FJU,TMU,NPU,NKFUST,NTOU,NTUB,NSYSU,NFU,NCKU,NTUNHS,NTNU,SCU,CSMU,NCCU,KUAS,YZU,NTU,NTPU,NKNU,FCU,THU,NUTC,NCHU,NTUST,PU,TCPA
002395,NTNU,NTUB,FCU,NCUT,NTPU,YZU,KMU,CMU,NUTC,NKNU,CYCU,NCCU,TMU,PU,NTUST,NKFUST,SCU,NTOU,NCKU,KUAS,NCHU,FJU,NCTU,THU,NTHU,NTUNHS,NSYSU,CSMU,CGU,NFU,NPU,NTU,TCPA,TKU
002396,NTOU,NTUST,CGU,NCCU,NCUT,NTNU,CMU,NFU,TCPA,NSYSU,TKU,FCU,NTHU,NCTU,KUAS,NTU,CSMU,NTUNHS,CYCU,NKFUST,NKNU,FJU,KMU,NCHU,NCKU,NTPU,SCU,THU,PU,NUTC,YZU,NTUB,NPU,TMU
002397,NUTC,NCHU,NCTU,TCPA,NTOU,NCUT,TMU,PU,KUAS,YZU,NTUB,FJU,NCCU,KMU,NKNU,NTUST,CGU,CYCU,NSYSU,NKFUST,NTU,FCU,NTHU,CMU,NCKU,CSMU,NTPU,TKU,NFU,NTNU,NPU,THU,NTUNHS,SCU
002398,NTU,NKFUST,CSMU,KMU,FJU,CMU,NUTC,NTNU,TKU,NFU,YZU,NTUB,NCHU,NTPU,TCPA,NCCU,NTUNHS,PU,KUAS,NCUT,NCKU,NKNU,SCU,TMU,THU,NSYSU,NCTU,CGU,CYCU,NTHU,FCU,NTUST,NPU,NTOU
002399,NCKU,NPU,NCTU,NTUST,CGU,NKNU,NUTC,NCHU,CMU,NKFUST,NTNU,NTUNHS,NSYSU,TKU,NFU,TCPA,KUAS,NTU,NTHU,NCCU,CSMU,SCU,CYCU,FJU,TMU,NTPU,KMU,NCUT,THU,NTOU,YZU,PU,FCU,NTUB
002400,NCCU,TCPA,NCUT,NKFUST,FJU,NPU,NTUB,NTNU,NTU,PU,CGU,NTHU,NUTC,NTOU,KMU,NTUNHS,THU,YZU,KUAS,NSYSU,NTUST,CYCU,NCTU,FCU,TMU,CSMU,SCU,NTPU,NFU,NCHU,NCKU,CMU,NKNU,TKU
002401,TMU,NCTU,NTNU,NCKU,CYCU,SCU,FCU,NTUNHS,YZU,KMU,NFU,PU,NTUB,CSMU,NKFUST,KUAS,FJU,NTOU,NCUT,CGU,CMU,NUTC,NTHU,NCHU,NTUST,NKNU,NTPU,TCPA,NSYSU,NPU,THU,NCCU,TKU,NTU
002402,NCUT,KMU,YZU,PU,TCPA,NPU,NTU,NKNU,NCTU,NSYSU,TMU,CSMU,FJU,NUTC,CGU,CYCU,KUAS,NCHU,NTUB,NTUNHS,THU,NKFUST,NTPU,NCKU,NTUST,NCCU,SCU,TKU,NTOU,FCU,NTNU,NFU,NTHU,CMU
002403,NCKU,TCPA,CMU,SCU,YZU,KMU,CSMU,FJU,NKFUST,CGU,NSYSU,NTOU,NTHU,NCHU,NTUNHS,PU,NTUST,NPU,TMU,NCUT,NCTU,NUTC,THU,TKU,NTNU,NFU,NKNU,NTPU,KUAS,NTU,NCCU,NTUB,FCU,CYCU
002404,NCTU,NTOU,NTUST,NTUB,SCU,NCKU,TKU,FCU,TMU,NCHU,YZU,THU,NUTC,NCUT,NFU,TCPA,NSYSU,KMU,NCCU,NKFUST,CYCU,NTNU,PU,NTU,NTHU,NTUNHS,CGU,NKNU,FJU,KUAS,CMU,NTPU,NPU,CSMU
002405,NCTU,NCHU,CYCU,NTU,PU,CGU,NTOU,NTNU,NTPU,NFU,TKU,YZU,KMU,NTUB,NCUT,NTHU,NKFUST,NSYSU,NTUNHS,KUAS,NUTC,FCU,FJU,NPU,CSMU,SCU,NKNU,CMU,THU,NTUST,NCCU,TMU,NCKU,TCPA
002406,CYCU,SCU,KMU,NCHU,NCCU,NCKU,NCTU,YZU,NKNU,NTUST,NTHU,NFU,NUTC,TCPA,KUAS,THU,NTUNHS,NTOU,TMU,CSMU,PU,NTPU,FCU,NTNU,CMU,CGU,NCUT,NSYSU,TKU,NTU,NKFUST,FJU,NTUB,NPU
002407,KUAS,NTOU,NTHU,NCCU,PU,TMU,NKNU,CYCU,NUTC,FCU,NCUT,KMU,FJU,NTPU,NTUB,NTNU,CGU,NPU,CMU,NCKU,TKU,NTU,NKFUST,YZU,NTUNHS,SCU,NTUST,NFU,NSYSU,TCPA,THU,NCHU,NCTU,CSMU
002408,NCKU,NKFUST,NTU,TCPA,NTUST,YZU,FCU,NTPU,NTUNHS,NKNU,CYCU,NCUT,SCU,NCCU,FJU,CGU,NFU,THU,NTNU,NTHU,NCTU,KUAS,TKU,NSYSU,NTOU,NPU,CSMU,KMU,NUTC,PU,TMU,NCHU,CMU,NTUB
002409,CYCU,CMU,YZU,NCKU,NTUB,KUAS,NUTC,NTNU,CGU,NCHU,NTPU,FJU,TKU,NTHU,THU,NSYSU,NTUNHS,CSMU,FCU,KMU,TMU,NFU,TCPA,NTOU,SCU,PU,NTU,NTUST,NPU,NCUT,NCTU,NKFUST,NCCU,NKNU
002410,CGU,NCKU,KUAS,NPU,KMU,CMU,FJU,PU,NCCU,NTUST,TKU,THU,NUTC,NKNU,NTUNHS,NTUB,NTNU,NCTU,NCUT,TCPA,NTHU,NCHU,FCU,NTOU,YZU,CSMU,CYCU,NFU,NTPU,NSYSU,NTU,NKFUST,TMU,SCU
002411,CMU,NTU,NTPU,NTUNHS,CSMU,CGU,NTOU,NCHU,KMU,NKNU,NCUT,NKFUST,NCTU,YZU,NTUST,CYCU,KUAS,THU,NPU,FJU,NSYSU,NFU,TKU,NTHU,NCKU,NTUB,TCPA,NUTC,TMU,NCCU,PU,SCU,FCU,NTNU
002412,NCCU,NTUB,NTUST,TCPA,PU,KUAS,NCKU,CSMU,NTPU,NCHU,NTUNHS,NKFUST,FCU,YZU,NTOU,CYCU,NCTU,KMU,CMU,NPU,NKNU,CGU,NFU,TKU,NUTC,NCUT,NSYSU,NTU,NTHU,NTNU,FJU,THU,SCU,TMU
002413,CYCU,SCU,NFU,CGU,TKU,NTUST,CMU,NTU,NCHU,CSMU,NCCU,NKFUST,NPU,FCU,FJU,NTUB,NCKU,TMU,NTOU,TCPA,NTNU,NTUNHS,NSYSU,KUAS,NCTU,NKNU,THU,YZU,NUTC,PU,NCUT,KMU,NTPU,NTHU
002414,TMU,FJU,PU,FCU,TCPA,NCKU,NFU,NTUST,CYCU,NTUNHS,NKFUST,CGU,NCUT,NTOU,NPU,NKNU,NTNU,NTPU,NCTU,YZU,NSYSU,TKU,NCHU,NTHU,KMU,NCCU,CSMU,KUAS,CMU,SCU,THU,NTU,NTUB,NUTC
002415,NTUB,NTU,CYCU,TCPA,NTOU,FJU,FCU,SCU,PU,NTPU,CMU,KUAS,NCHU,TKU,NCKU,NSYSU,TMU,CGU,NTUST,YZU,NTUNHS,NUTC,CSMU,NTNU,NPU,NCCU,NTHU,THU,NCTU,NKNU,NCUT,KMU,NKFUST,NFU
002416,NTUB,NTUNHS,TKU,NKNU,NCHU,CYCU,THU,NKFUST,KUAS,NTUST,NTOU,NFU,CSMU,CMU,NTHU,TCPA,CGU,NSYSU,KMU,NCKU,NCCU,FCU,TMU,NTU,FJU,NPU,SCU,NUTC,NTNU,NCTU,YZU,NTPU,PU,NCUT
002417,CYCU,NTPU,NTHU,NCCU,NTUB,NCHU,CSMU,NUTC,CGU,NPU,NTOU,TKU,FJU,SCU,KUAS,NTUST,TMU,NTU,NTUNHS,CMU,NFU,NTNU,FCU,THU,NCKU,NSYSU,YZU,TCPA,PU,NCTU,NCUT,NKFUST,KMU,NKNU
002418,NCUT,CSMU,TKU,NCHU,NSYSU,TMU,NUTC,CYCU,NTUST,NTHU,PU,NPU,TCPA,FJU,KUAS,NKFUST,FCU,NTOU,CGU,NCTU,NKNU,KMU,NTNU,NCCU,NFU,CMU,NTPU,YZU,NTU,NCKU,NTUB,THU,NTUNHS,SCU
002419,NKNU,TKU,NPU,NCHU,CMU,NTUB,FCU,CGU,NTUST,NTPU,SCU,PU,NTNU,THU,FJU,NCTU,CSMU,KUAS,NTOU,CYCU,NTU,NTHU,NCCU,NCKU,TCPA,NCUT,NSYSU,KMU,NUTC,NKFUST,NFU,TMU,YZU,NTUNHS
002420,NCHU,NUTC,FJU,NKFUST,TMU,NCCU,NCTU,TKU,CSMU,TCPA,CYCU,NSYSU,FCU,CMU,NTNU,THU,NTUNHS,PU,NTU,KUAS,NKNU,NTOU,NTUB,SCU,NTHU,KMU,NTUST,YZU,NFU,NCUT,NPU,NTPU,NCKU,CGU
002421,NPU,NCHU,CGU,NTOU,TMU,SCU,CYCU,NTUB,TCPA,PU,NTUST,TKU,THU,NKFUST,NKNU,NUTC,CSMU,FJU,YZU,FCU,NSYSU,NTPU,KMU,KUAS,NTUNHS,NTU,NTNU,NCCU,CMU,NCUT,NCKU,NFU,NCTU,NTHU
002422,FJU,FCU,NCHU,NUTC,CGU,NTUNHS,CMU,NTUST,KUAS,NKNU,TCPA,KMU,NCTU,NPU,NTHU,NTU,YZU,PU,NCUT,THU,NSYSU,NTOU,NKFUST,NTNU,NCCU,NTUB,NTPU,CSMU,TKU,NFU,SCU,TMU,CYCU,NCKU
002423,NKFUST,NKNU,YZU,NTUNHS,NCHU,NTNU,KUAS,TMU,CGU,NTUB,PU,NFU,NTU,FJU,NTHU,NSYSU,KMU,CYCU,SCU,THU,NUTC,CSMU,NCKU,FCU,NTPU,TCPA,TKU,NCCU,CMU,NPU,NCTU,NTUST,NTOU,NCUT
002424,NCUT,KMU,TKU,NCTU,CGU,NCHU,NKNU,NTUST,NPU,TCPA,THU,NFU,NUTC,SCU,YZU,KUAS,NSYSU,NTUNHS,CYCU,FJU,NTPU,NCKU,NTNU,NKFUST,CSMU,NTOU,PU,CMU,NCCU,NTUB,TMU,NTU,NTHU,FCU
002425,NPU,CSMU,NSYSU,NTUST,NFU,CMU,KUAS,NTPU,NKFUST,NTUNHS,FJU,NCCU,TKU,NTOU,NCKU,NUTC,TCPA,NTUB,PU,THU,NCHU,NTNU,NCTU,NTHU,CGU,NKNU,NCUT,TMU,KMU,YZU,CYCU,SCU,NTU,FCU
002426,PU,YZU,NSYSU,NTHU,NUTC,NKFUST,NCUT,NTU,NCTU,KMU,TCPA,NCKU,TKU,NTOU,NTPU,NCCU,FCU,CSMU,NKNU,CYCU,TMU,FJU,KUAS,NTNU,SCU,NPU,NFU,CGU,THU,NTUNHS,NTUST,NCHU,NTUB,CMU
002427,NTOU,TMU,PU,NFU,NTUST,THU,NCCU,CMU,FJU,KMU,CGU,FCU,NTU,CYCU,NKNU,NSYSU,NCKU,TCPA,SCU,CSMU,NCTU,NPU,NCUT,NTUNHS,NKFUST,NTHU,NTPU,KUAS,NTUB,NCHU,NTNU,NUTC,TKU,YZU
002428,CSMU,SCU,NCCU,FJU,NTUB,KUAS,NTNU,NCKU,PU,TMU,NSYSU,NKFUST,NCTU,NCHU,NFU,NTOU,NTHU,NTUNHS,NTPU,YZU,NPU,NUTC,THU,NCUT,CYCU,NKNU,NTU,FCU,KMU,TKU,TCPA,CGU,CMU,NTUST
002429,NTPU,NKNU,NTNU,FJU,CYCU,NCKU,KMU,NFU,CMU,SCU,NCHU,CGU,NTUNHS,NTHU,NTUB,PU,KUAS,NCTU,NTOU,NCCU,NKFUST,TKU,THU,NTUST,TCPA,NUTC,NSYSU,TMU,NTU,CSMU,YZU,FCU,NPU,NCUT
002430,CYCU,NCTU,TKU,SCU,TCPA,THU,KMU,NCUT,NTUB,NTNU,TMU,NSYSU,FCU,CMU,KUAS,NTOU,NCKU,NTHU,NKNU,NKFUST,FJU,YZU,CGU,CSMU,NCCU,NTPU,NPU,NTUST,NFU,PU,NTUNHS,NCHU,NTU,NUTC
002431,NUTC,FJU,SCU,CYCU,NTUB,NCTU,NTUNHS,NSYSU,NCUT,NTU,NCHU,NFU,CSMU,KUAS,TCPA,TKU,NCKU,NKNU,NCCU,NTNU,PU,YZU,CMU,KMU,CGU,NPU,NTOU,NTUST,NTPU,FCU,TMU,THU,NKFUST,NTHU
002432,NTNU,NPU,NCCU,CGU,KUAS,NCHU,NCTU,NUTC,FCU,CYCU,NTUNHS,TKU,YZU,SCU,TMU,FJU,PU,CMU,NTHU,NKNU,NTUST,KMU,NTU,THU,NCKU,NTOU,NFU,TCPA,CSMU,NKFUST,NTPU,NCUT,NSYSU,NTUB
002433,NTUNHS,NUTC,NFU,NTHU,NKFUST,TKU,SCU,CYCU,PU,NSYSU,NKNU,NTPU,NTUB,KMU,NCKU,NTNU,NCHU,NTOU,KUAS,NPU,NCUT,CGU,NCCU,TCPA,NTUST,NTU,FJU,THU,NCTU,CMU,CSMU,YZU,TMU,FCU
002434,PU,THU,NTOU,NCCU,NCKU,TCPA,NSYSU,NCUT,TMU,CSMU,NKFUST,NTNU,NPU,TKU,CMU,NTPU,NUTC,FCU,KUAS,YZU,NTU,NTUNHS,NTHU,NKNU,NCTU,CYCU,NTUST,NCHU,KMU,SCU,NTUB,NFU,FJU,CGU
002435,THU,NCTU,CGU,NFU,YZU,NTNU,CYCU,NKNU,TMU,NTUB,NTHU,CMU,FCU,PU,FJU,KUAS,TCPA,NTPU,NPU,KMU,NCHU,CSMU,NSYSU,NTU,TKU,NTUNHS,SCU,NCUT,NTUST,NTOU,NUTC,NCCU,NKFUST,NCKU
002436,FCU,NUTC,PU,SCU,NTU,CSMU,NCUT,TCPA,NTUNHS,NTHU,NSYSU,NCTU,NTUB,CYCU,TKU,CGU,NCCU,NTOU,YZU,NKFUST,NCHU,KMU,NFU,NCKU,NKNU,KUAS,FJU,THU,CMU,NTUST,TMU,NTNU,NTPU,NPU
002437,NUTC,NCTU,NTOU,THU,SCU,NCHU,CMU,NTUB,TCPA,NTUST,TKU,NSYSU,CYCU,NTUNHS,KUAS,TMU,CGU,NTPU,NCUT,CSMU,NCCU,FJU,YZU,PU,NTU,KMU,NTNU,NFU,NPU,FCU,NCKU,NKNU,NTHU,NKFUST
002438,NCTU,TKU,NUTC,NCUT,CMU,NTOU,TMU,NTPU,NCCU,NCHU,NCKU,THU,SCU,NFU,NTUB,NTUNHS,NTNU,NTHU,NTU,KUAS,CYCU,CGU,NSYSU,FCU,TCPA,NKNU,NPU,KMU,CSMU,NKFUST,FJU,YZU,NTUST,PU
002439,NTUST,THU,NCTU,NTUB,NCKU,NSYSU,KMU,NTU,CYCU,YZU,FCU,NCCU,NPU,NTOU,NTPU,CGU,NFU,NKNU,SCU,NTUNHS,TCPA,NTHU,PU,NTNU,CSMU,NCHU,FJU,NKFUST,TKU,KUAS,TMU,NCUT,NUTC,CMU
002440,TCPA,NCUT,NTPU,FCU,KMU,NCTU,NCKU,FJU,NPU,NTUB,CGU,NKFUST,NSYSU,CMU,YZU,NKNU,CSMU,PU,KUAS,CYCU,NFU,NUTC,SCU,THU,NCHU,NTOU,TKU,NTNU,TMU,NTU,NTUST,NTUNHS,NCCU,NTHU
002441,NCTU,KUAS,NTNU,SCU,NPU,NCUT,CYCU,NKNU,THU,YZU,CGU,NCCU,TMU,NUTC,FCU,NKFUST,NSYSU,FJU,CMU,NCKU,CSMU,NCHU,TKU,NTHU,NFU,NTUST,NTOU,TCPA,PU,NTPU,NTU,NTUNHS,KMU,NTUB
002442,NCCU,KMU,NTU,NCKU,NTNU,FJU,NPU,NTOU,KUAS,FCU,NKFUST,NTUB,NFU,NTUNHS,THU,YZU,TKU,NTPU,CGU,CSMU,CMU,CYCU,TMU,NTHU,NCUT,NSYSU,NCTU,NUTC,NKNU,NCHU,NTUST,SCU,TCPA,PU
002443,NTNU,NCKU,NPU,THU,NCUT,TMU,NKFUST,SCU,NTU,NSYSU,CGU,NTOU,TKU,YZU,PU,NTUST,CSMU,CMU,NKNU,KMU,NTHU,NTUNHS,TCPA,KUAS,NCTU,CYCU,NCHU,NCCU,NTPU,FJU,NTUB,NFU,FCU,NUTC
002444,NKNU,CSMU,NCHU,NKFUST,CGU,NTNU,NCCU,NPU,CYCU,NTUST,NFU,KUAS,PU,KMU,THU,TKU,NTUB,NCTU,NUTC,NCKU,NTPU,NTHU,YZU,NSYSU,FJU,SCU,FCU,NTUNHS,CMU,NTOU,TCPA,TMU,NTU,NCUT
002445,NTUST,NTPU,CSMU,KMU,NSYSU,NKNU,CMU,NKFUST,THU,NCUT,CYCU,NTUB,TCPA,NCTU,NUTC,NFU,KUAS,SCU,NTOU,FCU,NTHU,NTNU,NCHU,NTUNHS,NPU,TKU,PU,FJU,NCKU,NCCU,YZU,NTU,CGU,TMU
002446,NCKU,NKNU,TKU,NTUST,FCU,YZU,PU,CMU,NTNU,NTHU,NTUNHS,TCPA,NSYSU,CYCU,NCTU,NCUT,NUTC,NCHU,FJU,NTUB,NPU,NKFUST,KUAS,NFU,NCCU,NTOU,KMU,THU,CGU,NTPU,SCU,CSMU,TMU,NTU
002447,NTUNHS,NTUB,YZU,NSYSU,FCU,NPU,TCPA,NUTC,NTU,NCTU,SCU,KMU,NCCU,NCUT,NCHU,NTHU,CSMU,CMU,NKNU,THU,NTUST,CGU,CYCU,TKU,KUAS,NFU,NTNU,TMU,NCKU,FJU,NTPU,NTOU,PU,NKFUST
